,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file,duration,category
1014.json,2020-07-11 09:06:30.147980269,2020-07-11 09:06:30.395947207,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.247966938,0
10140.json,2020-07-16 06:35:16.477802960,2020-07-16 06:35:16.989734702,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.511931742,0
10141.json,2020-07-16 06:35:22.373016931,2020-07-16 06:35:22.876949740,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.503932809,0
10142.json,2020-07-16 06:35:37.665473135,2020-07-16 06:35:38.234902013,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.569428878,0
10143.json,2020-07-16 06:35:15.100503723,2020-07-16 06:35:15.653912812,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.553409089,0
10144.json,2020-07-16 06:35:31.955739235,2020-07-16 06:35:32.627649647,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.671910412,0
10145.json,2020-07-16 06:35:17.797626983,2020-07-16 06:35:18.341554459,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.543927476,0
10146.json,2020-07-16 09:39:06.903089970,2020-07-16 09:39:07.144209824,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.241119854,0
10147.json,2020-07-16 09:39:43.275221076,2020-07-16 09:39:43.510575112,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.235354036,0
10150.json,2020-07-16 09:39:15.442323930,2020-07-16 09:39:15.675748469,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.233424539,0
10151.json,2020-07-16 09:39:15.696269308,2020-07-16 09:39:15.865566226,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.169296918,0
10152.json,2020-07-16 09:39:46.566734123,2020-07-16 09:39:46.903871622,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.337137499,0
10153.json,2020-07-16 09:39:44.322090388,2020-07-16 09:39:44.450073324,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.127982936,0
10154.json,2020-07-16 09:39:02.811054188,2020-07-16 09:39:03.215571257,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.404517069,0
10155.json,2020-07-16 09:39:00.063991467,2020-07-16 09:39:00.479936009,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.415944542,0
10156.json,2020-07-16 09:39:05.353766657,2020-07-16 09:39:05.687230284,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.333463627,0
10157.json,2020-07-16 09:39:02.002773840,2020-07-16 09:39:02.415677910,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.41290407,0
10158.json,2020-07-16 09:39:46.223716319,2020-07-16 09:39:46.905831724,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.682115405,0
10159.json,2020-07-16 09:39:49.681572360,2020-07-16 09:39:50.064325785,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.382753425,0
10160.json,2020-07-16 09:39:56.888414878,2020-07-16 09:39:57.120383949,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.231969071,0
10161.json,2020-07-16 09:39:42.597860680,2020-07-16 09:39:42.934627430,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.33676675,66
10162.json,2020-07-16 09:39:54.205750644,2020-07-16 09:39:54.447408115,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.241657471,0
10163.json,2020-07-16 09:39:20.564465772,2020-07-16 09:39:20.825979851,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.261514079,0
10164.json,2020-07-16 09:39:49.176262419,2020-07-16 09:39:49.532619057,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.356356638,0
10165.json,2020-07-16 09:39:23.636848420,2020-07-16 09:39:24.004799360,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.36795094,0
10166.json,2020-07-16 09:39:15.049862892,2020-07-16 09:39:15.185813448,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.135950556,0
10167.json,2020-07-16 09:39:51.839608798,2020-07-16 09:39:52.505742869,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.666134071,0
10169.json,2020-07-16 09:39:06.377243481,2020-07-16 09:39:06.615798230,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.238554749,0
1017.json,2020-07-11 09:06:25.601338680,2020-07-11 09:06:25.844459896,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.243121216,0
10171.json,2020-07-16 09:39:45.806214649,2020-07-16 09:39:46.019865739,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.21365109,0
10172.json,2020-07-16 09:39:52.624983336,2020-07-16 09:39:53.566934373,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.941951037,0
10173.json,2020-07-16 09:39:08.885915999,2020-07-16 09:39:08.985955088,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.100039089,0
10174.json,2020-07-16 09:39:24.763705696,2020-07-16 09:39:25.563582404,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.799876708,0
10176.json,2020-07-16 09:39:20.921782039,2020-07-16 09:39:21.268741313,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.346959274,0
10177.json,2020-07-16 09:39:14.626620596,2020-07-16 09:39:14.793352410,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.166731814,0
1018.json,2020-07-11 09:06:00.135981869,2020-07-11 09:06:00.591921077,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.455939208,0
10180.json,2020-07-16 09:39:07.585407854,2020-07-16 09:39:07.880394908,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.294987054,0
10181.json,2020-07-16 09:39:56.544460739,2020-07-16 09:39:56.752433009,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.20797227,0
10186.json,2020-07-16 09:39:50.252874270,2020-07-16 09:39:50.520613120,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.26773885,0
10187.json,2020-07-16 09:39:02.691182103,2020-07-16 09:39:02.797354522,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.106172419,0
10189.json,2020-07-16 09:39:12.536060164,2020-07-16 09:39:12.677140930,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.141080766,0
1019.json,2020-07-11 09:06:51.891834859,2020-07-11 09:06:52.012336404,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.120501545,0
10190.json,2020-07-16 09:39:13.238898886,2020-07-16 09:39:13.338937974,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.100039088,0
10192.json,2020-07-16 09:39:15.267896802,2020-07-16 09:39:15.383326519,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.115429717,0
10195.json,2020-07-16 09:39:40.715028393,2020-07-16 09:39:40.837489030,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.122460637,0
10196.json,2020-07-16 09:39:41.533983899,2020-07-16 09:39:42.299362878,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.765378979,0
10197.json,2020-07-16 09:39:42.804513004,2020-07-16 09:39:42.923146746,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.118633742,0
10198.json,2020-07-16 09:39:47.082240880,2020-07-16 09:39:47.538944585,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.456703705,0
10199.json,2020-07-16 09:39:45.925780855,2020-07-16 09:39:46.202155200,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.276374345,0
102.json,2020-07-11 09:04:10.118650847,2020-07-11 09:04:10.470603919,DUR,Absent,Socialising,8.0,2020-07-11 09:04:00,2020-07-11_08:36,2020-07-11_09:04,0.351953072,0
1020.json,2020-07-11 09:06:43.218109164,2020-07-11 09:06:43.329258502,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.111149338,0
10200.json,2020-07-16 09:39:45.964982890,2020-07-16 09:39:46.468729036,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.503746146,0
10201.json,2020-07-16 09:39:47.828140748,2020-07-16 09:39:48.020460203,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.192319455,0
10202.json,2020-07-16 09:39:48.719975084,2020-07-16 09:39:48.838760630,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.118785546,0
10204.json,2020-07-16 09:39:50.075638695,2020-07-16 09:39:50.190653271,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.115014576,0
10205.json,2020-07-16 09:39:53.664844687,2020-07-16 09:39:54.158493153,Control,Present,Attraction,5.0,2020-07-16 09:39:00,2020-07-16_09:30,2020-07-16_09:39,0.493648466,0
1021.json,2020-07-11 09:06:21.893080923,2020-07-11 09:06:22.620983869,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.727902946,0
10213.json,2020-07-16 09:43:56.449182442,2020-07-16 09:43:56.752433009,Control,Present,Attraction,5.0,2020-07-16 09:43:00,2020-07-16_09:30,2020-07-16_09:43,0.303250567,0
1022.json,2020-07-11 09:06:39.142536011,2020-07-11 09:06:39.361439311,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.2189033,0
1023.json,2020-07-11 09:06:33.251566458,2020-07-11 09:06:33.547526996,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.295960538,0
10232.json,2020-07-16 10:12:16.404095115,2020-07-16 10:12:17.698063858,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.293968743,0
10233.json,2020-07-16 10:12:37.374168259,2020-07-16 10:12:38.250315049,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.87614679,0
10234.json,2020-07-16 10:12:10.192722792,2020-07-16 10:12:10.302541376,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.109818584,0
10235.json,2020-07-16 10:12:12.252243628,2020-07-16 10:12:12.799647033,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.547403405,0
10236.json,2020-07-16 10:12:23.844550671,2020-07-16 10:12:25.540034001,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.69548333,0
10237.json,2020-07-16 10:12:51.872771629,2020-07-16 10:12:52.827010710,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.954239081,0
10238.json,2020-07-16 10:12:53.466634878,2020-07-16 10:12:53.770199785,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.303564907,0
10239.json,2020-07-16 10:12:57.071537125,2020-07-16 10:12:57.244200170,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.172663045,0
1024.json,2020-07-11 09:06:35.275296627,2020-07-11 09:06:35.619250767,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.34395414,0
10240.json,2020-07-16 10:12:03.551526463,2020-07-16 10:12:03.719504066,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.167977603,0
10241.json,2020-07-16 10:12:04.647380349,2020-07-16 10:12:04.919344087,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.271963738,0
10242.json,2020-07-16 10:12:52.350577672,2020-07-16 10:12:53.321292823,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.970715151,0
10243.json,2020-07-16 10:12:51.307420897,2020-07-16 10:12:51.441935742,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.134514845,0
10244.json,2020-07-16 10:12:34.322979955,2020-07-16 10:12:35.003078623,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.680098668,0
10245.json,2020-07-16 10:12:08.864762679,2020-07-16 10:12:10.583001145,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.718238466,0
10246.json,2020-07-16 10:12:55.430043939,2020-07-16 10:12:55.948173134,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.518129195,0
10247.json,2020-07-16 10:12:45.215868128,2020-07-16 10:12:46.034807083,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.818938955,0
10249.json,2020-07-16 10:12:49.664686983,2020-07-16 10:12:50.717027591,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.052340608,0
1025.json,2020-07-11 09:06:42.546327156,2020-07-11 09:06:42.714304759,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.167977603,0
10250.json,2020-07-16 10:12:01.181750358,2020-07-16 10:12:01.676045550,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.494295192,0
10251.json,2020-07-16 10:12:55.624512377,2020-07-16 10:12:56.590911357,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.96639898,0
10252.json,2020-07-16 10:12:42.649998622,2020-07-16 10:12:43.857768299,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.207769677,0
10254.json,2020-07-16 10:12:02.929757900,2020-07-16 10:12:03.358895998,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.429138098,0
10255.json,2020-07-16 10:12:20.506919577,2020-07-16 10:12:22.258534376,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.751614799,0
10256.json,2020-07-16 10:12:17.747918400,2020-07-16 10:12:19.206237348,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.458318948,0
10257.json,2020-07-16 10:12:40.923949023,2020-07-16 10:12:41.160840548,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.236891525,0
10258.json,2020-07-16 10:12:00.527932627,2020-07-16 10:12:00.873939261,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.346006634,0
10259.json,2020-07-16 10:12:19.939365982,2020-07-16 10:12:20.568915266,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.629549284,0
1026.json,2020-07-11 09:06:39.098786828,2020-07-11 09:06:39.274763365,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.175976537,0
10260.json,2020-07-16 10:12:17.427088231,2020-07-16 10:12:18.617076493,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.189988262,0
10261.json,2020-07-16 10:12:33.716648602,2020-07-16 10:12:34.663029289,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.946380687,0
10262.json,2020-07-16 10:12:01.732215458,2020-07-16 10:12:02.275940169,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.543724711,0
10263.json,2020-07-16 10:12:32.227702973,2020-07-16 10:12:32.427676310,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.199973337,0
10264.json,2020-07-16 10:12:54.005267995,2020-07-16 10:12:55.031161708,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.025893713,0
10265.json,2020-07-16 10:12:05.542782027,2020-07-16 10:12:05.996634885,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.453852858,0
10266.json,2020-07-16 10:12:16.697808070,2020-07-16 10:12:17.374979607,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.677171537,0
10267.json,2020-07-16 10:12:41.163429526,2020-07-16 10:12:42.540766041,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.377336515,0
10268.json,2020-07-16 10:12:55.281812752,2020-07-16 10:12:55.440923292,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.15911054,0
10269.json,2020-07-16 10:12:40.239164233,2020-07-16 10:12:41.305823339,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.066659106,0
1027.json,2020-07-11 09:06:34.739368084,2020-07-11 09:06:34.939341421,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.199973337,0
10270.json,2020-07-16 10:12:35.659977270,2020-07-16 10:12:36.753831881,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.093854611,0
10271.json,2020-07-16 10:12:57.888914474,2020-07-16 10:12:59.327245156,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.438330682,0
10272.json,2020-07-16 10:12:53.620752446,2020-07-16 10:12:53.882285289,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.261532843,0
10273.json,2020-07-16 10:12:46.402056303,2020-07-16 10:12:47.289351864,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.887295561,0
10274.json,2020-07-16 10:12:00.961564318,2020-07-16 10:12:01.123333653,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.161769335,0
10275.json,2020-07-16 10:12:01.777151384,2020-07-16 10:12:02.525334561,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.748183177,15
10276.json,2020-07-16 10:12:01.956895090,2020-07-16 10:12:02.419735134,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.462840044,0
10277.json,2020-07-16 10:12:02.233251039,2020-07-16 10:12:02.482645431,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.249394392,0
10278.json,2020-07-16 10:12:04.996810520,2020-07-16 10:12:05.598951935,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.602141415,0
10279.json,2020-07-16 10:12:07.646980403,2020-07-16 10:12:08.870817224,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.223836821,0
1028.json,2020-07-11 09:06:25.156645781,2020-07-11 09:06:25.468604186,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.311958405,0
10280.json,2020-07-16 10:12:08.957686096,2020-07-16 10:12:09.758517004,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.800830908,0
10281.json,2020-07-16 10:12:09.035403864,2020-07-16 10:12:10.356605910,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.321202046,0
10282.json,2020-07-16 10:12:09.790617821,2020-07-16 10:12:11.054376300,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.263758479,0
10283.json,2020-07-16 10:12:10.023771123,2020-07-16 10:12:11.316251386,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.292480263,0
10284.json,2020-07-16 10:12:09.709521020,2020-07-16 10:12:10.638755196,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.929234176,0
10285.json,2020-07-16 10:12:09.547327419,2020-07-16 10:12:10.375190593,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.827863174,0
10286.json,2020-07-16 10:12:09.983222723,2020-07-16 10:12:11.137162617,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.153939894,34
10287.json,2020-07-16 10:12:10.162311491,2020-07-16 10:12:10.993553699,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.831242208,0
10288.json,2020-07-16 10:12:10.312678476,2020-07-16 10:12:10.650581813,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.337903337,0
10290.json,2020-07-16 10:12:10.855013331,2020-07-16 10:12:12.047812109,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,1.192798778,0
10291.json,2020-07-16 10:12:10.996932733,2020-07-16 10:12:11.801142674,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.804209941,0
10292.json,2020-07-16 10:12:11.138852134,2020-07-16 10:12:11.777489440,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.638637306,0
10293.json,2020-07-16 10:12:11.306114286,2020-07-16 10:12:11.843380591,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.537266305,0
10294.json,2020-07-16 10:12:11.064513400,2020-07-16 10:12:13.536276306,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,2.471762906,0
10295.json,2020-07-16 10:12:11.642328105,2020-07-16 10:12:12.216763778,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.574435673,0
10296.json,2020-07-16 10:12:11.916029808,2020-07-16 10:12:12.228590394,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.312560586,0
10297.json,2020-07-16 10:12:12.307997678,2020-07-16 10:12:12.559735664,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12,0.251737986,0
